Target,Model,DockQ,CAPRI
7OEL,ori_temp_pipeline_with_alphafold_models_3,0.696,2.0
7O28,string_interact_uniprot_sto_3,0.739,2.0
7OZN,sequence_based_template_1,0.008,0.0
7EEL,custom_template_with_alphafold_models_1,0.025,0.0
7NKZ,sequence_based_template_1,0.934,3.0
7OEL,pdb_interact_uniref_sto_0,0.721,2.0
7F5B,uniprot_distance_uniref_a3m_0,0.009,0.0
7ALB,sequence_based_template_with_alphafold_2,0.007,0.0
7EKQ,species_interact_uniref_sto_4,0.036,0.0
7MJP,default_1,0.023,0.0
7D7F,no_templates_2,0.011,0.0
7OEL,structure_temp_dimer_a_0,0.705,2.0
7P3Z,structure_temp_dimer_0,0.041,0.0
7D3Y,uniclust_oxmatch_a3m_4,0.012,0.0
7NKZ,default_2,0.922,3.0
7ALB,pdb_interact_uniref_sto_1,0.007,0.0
7LXT,no_templates_4,0.091,0.0
7AMV,species_interact_uniprot_sto_0,0.872,3.0
7EEP,sequence_based_template_1,0.007,0.0
7D7F,species_interact_uniref_a3m_4,0.007,0.0
7O27,pdb_interact_uniref_a3m_1,0.758,2.0
7P3Z,pdb_interact_uniref_a3m_2,0.030,0.0
7O27,uniprot_distance_uniref_sto_0,0.696,2.0
7OZN,uniprot_distance_uniref_sto_4,0.012,0.0
7LIV,species_interact_uniref_sto_3,0.010,0.0
7KBR,species_interact_uniref_a3m_3,0.946,3.0
7LXT,species_interact_uniref_sto_0,0.573,2.0
7L2M,pdb_interact_uniprot_sto_0,0.013,0.0
7F5B,uniprot_distance_uniprot_sto_3,0.002,0.0
7ALA,sequence_based_template_with_alphafold_2,0.021,0.0
7AMV,uniclust_oxmatch_a3m_1,0.877,3.0
7P3Z,sequence_based_template_0,0.040,0.0
7D7F,uniprot_distance_uniref_a3m_0,0.007,0.0
7MRW,sequence_based_template_with_alphafold_3,0.010,0.0
7OI7,sequence_based_template_with_alphafold_2,0.151,0.0
7D3Y,sequence_based_template_with_alphafold_3,0.326,1.0
7P3Z,no_templates_2,0.031,0.0
7F5B,structure_temp_dimer_0,0.008,0.0
7F5B,sequence_based_template_3,0.009,0.0
7OI7,species_interact_uniprot_sto_4,0.018,0.0
7F5B,string_interact_uniprot_sto_3,0.009,0.0
7AMV,structure_temp_dimer_1,0.884,3.0
7KBR,species_interact_uniprot_sto_2,0.905,3.0
7OI7,default_1,0.081,0.0
7NKZ,uniclust_oxmatch_a3m_1,0.911,3.0
7OOP,string_interact_uniprot_sto_1,0.118,0.0
7D7F,uniclust_oxmatch_a3m_1,0.007,0.0
7P3Z,species_interact_uniref_sto_4,0.031,0.0
7AOH,custom_template_file_1,0.928,3.0
7O27,species_interact_uniref_sto_0,0.694,2.0
7EKQ,sequence_based_template_1,0.228,0.0
7EEP,sequence_based_template_with_alphafold_0,0.008,0.0
7EEL,species_interact_uniprot_sto_3,0.024,0.0
7EEP,no_templates_4,0.011,0.0
7AOH,uniprot_distance_uniref_sto_3,0.923,3.0
7EEL,species_interact_uniref_sto_3,0.020,0.0
7KBR,pdb_interact_uniref_sto_2,0.924,3.0
7EEL,uniclust_oxmatch_a3m_3,0.040,0.0
7O27,structure_temp_dimer_a_2,0.397,1.0
7O28,ori_temp_pipeline_with_alphafold_models_0,0.712,2.0
7D3Y,uniprot_distance_uniprot_sto_4,0.012,0.0
7AOH,no_templates_4,0.472,1.0
7P3Z,structure_temp_dimer_a_3,0.039,0.0
7D3Y,string_interact_uniref_sto_4,0.017,0.0
7NKZ,structure_temp_dimer_2,0.930,3.0
7L2M,default_2,0.013,0.0
7OEL,species_interact_uniref_a3m_0,0.739,2.0
7EEL,structure_temp_dimer_a_1,0.024,0.0
7D7F,string_interact_uniref_a3m_0,0.007,0.0
7NKZ,species_interact_uniprot_sto_1,0.928,3.0
7ALA,pdb_interact_uniprot_sto_1,0.012,0.0
7EKQ,custom_template_file_4,0.047,0.0
7F5B,ori_template_pipeline_1,0.005,0.0
7LXT,custom_template_file_0,0.581,2.0
7AOH,structure_temp_dimer_a_4,0.676,2.0
7AOF,no_templates_0,0.097,0.0
7KBR,sequence_based_template_with_alphafold_0,0.918,3.0
7D7F,uniprot_distance_uniprot_sto_1,0.007,0.0
7MJP,string_interact_uniprot_sto_4,0.017,0.0
7F5B,custom_template_file_1,0.002,0.0
7L2M,pdb_interact_uniref_sto_4,0.012,0.0
7EEP,custom_template_with_alphafold_models_2,0.007,0.0
7AP8,custom_template_file_0,0.014,0.0
7AP8,sequence_based_template_3,0.017,0.0
7EKQ,structure_temp_dimer_a_3,0.148,0.0
7AOH,uniclust_oxmatch_a3m_0,0.921,3.0
7ALA,uniclust_oxmatch_a3m_0,0.009,0.0
7KBR,pdb_interact_uniref_a3m_3,0.951,3.0
7EKQ,structure_temp_dimer_4,0.027,0.0
7D7F,species_interact_uniref_sto_3,0.016,0.0
7D7F,species_interact_uniref_a3m_2,0.007,0.0
7F5B,ori_template_pipeline_2,0.007,0.0
7MJP,default_3,0.023,0.0
7EKQ,string_interact_uniref_sto_1,0.032,0.0
7ALA,pdb_interact_uniref_sto_0,0.009,0.0
7L2M,structure_temp_dimer_0,0.009,0.0
7MJP,string_interact_uniprot_sto_3,0.019,0.0
7F5B,default_3,0.008,0.0
7EKQ,uniprot_distance_uniref_sto_0,0.027,0.0
7F5B,sequence_based_template_0,0.009,0.0
7KBR,uniprot_distance_uniref_sto_3,0.925,3.0
7LXT,species_interact_uniref_a3m_3,0.606,2.0
7AOH,uniprot_distance_uniprot_sto_4,0.878,3.0
7EKQ,pdb_interact_uniref_sto_0,0.033,0.0
7LXT,string_interact_uniprot_sto_1,0.557,2.0
7LXT,uniprot_distance_uniprot_sto_4,0.140,0.0
7ALB,string_interact_uniref_sto_1,0.007,0.0
7D7F,sequence_based_template_0,0.006,0.0
7O28,pdb_interact_uniref_sto_0,0.732,2.0
7KBR,default_0,0.931,3.0
7AP8,pdb_interact_uniprot_sto_3,0.055,0.0
7MJP,structure_temp_dimer_0,0.022,0.0
7MRW,ori_temp_pipeline_with_alphafold_models_1,0.006,0.0
